"VALDATA","VALVALOR"
"1988-07-01",4.542933e-06
"1988-08-01",5.583021e-06
"1988-09-01",7.021114e-06
"1988-10-01",8.957812e-06
"1988-11-01",1.146326e-05
"1988-12-01",1.47745e-05
"1989-01-01",2.017558e-05
"1989-02-01",2.255717e-05
"1989-03-01",2.351083e-05
"1989-04-01",2.472625e-05
"1989-05-01",2.788088e-05
"1989-06-01",3.534312e-05
"1989-07-01",4.873173e-05
"1989-08-01",6.650961e-05
"1989-09-01",9.239392e-05
"1989-10-01",0.0001290728
"1989-11-01",0.0001862189
"1989-12-01",0.0002781883
"1990-01-01",0.0004782058
"1990-02-01",0.0008209837
"1990-03-01",0.001488607
"1990-04-01",0.001657266
"1990-05-01",0.001807746
"1990-06-01",0.001970805
"1990-07-01",0.002226616
"1990-08-01",0.002514517
"1990-09-01",0.002808967
"1990-10-01",0.003206717
"1990-11-01",0.003766289
"1990-12-01",0.00438622
"1991-01-01",0.005260394
"1991-02-01",0.006370864
"1991-03-01",0.006832751
"1991-04-01",0.007429934
"1991-05-01",0.007915108
"1991-06-01",0.008695538
"1991-07-01",0.009811176
"1991-08-01",0.01133092
"1991-09-01",0.0131654
"1991-10-01",0.01656866
"1991-11-01",0.02083674
"1991-12-01",0.02545
"1992-01-01",0.03228078
"1992-02-01",0.04028319
"1992-03-01",0.04862181
"1992-04-01",0.05763629
"1992-05-01",0.07057564
"1992-06-01",0.08569295
"1992-07-01",0.1042797
"1992-08-01",0.1309128
"1992-09-01",0.1667436
"1992-10-01",0.2083295
"1992-11-01",0.2587869
"1992-12-01",0.3201194
"1993-01-01",0.4120897
"1993-02-01",0.5213346
"1993-03-01",0.6663178
"1993-04-01",0.8542861
"1993-05-01",1.129964
"1993-06-01",1.477089
"1993-07-01",1.949167
"1993-08-01",2.602722
"1993-09-01",3.565469
"1993-10-01",4.818376
"1993-11-01",6.599247
"1993-12-01",8.989495
"1994-01-01",12.78216
"1994-02-01",18.20307
"1994-03-01",26.36351
"1994-04-01",37.55746
"1994-05-01",52.93725
"1994-06-01",77.59542
"1994-07-01",96.76925
"1994-08-01",100
"1994-09-01",101.549
"1994-10-01",104.143
"1994-11-01",106.72
"1994-12-01",107.325
"1995-01-01",108.785
"1995-02-01",110.039
"1995-03-01",112.035
"1995-04-01",114.614
"1995-05-01",115.071
"1995-06-01",118.09
"1995-07-01",120.733
"1995-08-01",122.289
"1995-09-01",120.967
"1995-10-01",121.241
"1995-11-01",122.85
"1995-12-01",123.187
"1996-01-01",125.397
"1996-02-01",126.353
"1996-03-01",126.627
"1996-04-01",127.509
"1996-05-01",129.655
"1996-06-01",131.24
"1996-07-01",132.674
"1996-08-01",132.679
"1996-09-01",132.849
"1996-10-01",133.141
"1996-11-01",133.517
"1996-12-01",134.689
"1997-01-01",136.814
"1997-02-01",137.39
"1997-03-01",138.99
"1997-04-01",139.807
"1997-05-01",140.229
"1997-06-01",141.207
"1997-07-01",141.33
"1997-08-01",141.268
"1997-09-01",142.101
"1997-10-01",142.587
"1997-11-01",143.771
"1997-12-01",144.765
"1998-01-01",146.038
"1998-02-01",146.067
"1998-03-01",146.408
"1998-04-01",146.211
